OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-3_20031217_04Q1STC3-4_5795,Sample-Routine,Water,12/17/03,Surface,1.5,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-3,Buccaneer Hotel,17.757333,-64.682817,STORET-278565517,,,Phosphorus,0.06,mg/l,,18:07.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-35_20030325_03Q2STC35-3,Sample-Routine,Water,3/25/03,Surface,2.8,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-35,Long Reef Forereef West,17.764783,-64.7296,STORET-277808072,,,Phosphorus,0.05,mg/l,,11:58.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-22A_20030730_03Q4STC22-3,Sample-Routine,Water,7/30/03,Surface,8.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67865,-64.7728,STORET-277808883,,,Phosphorus,0.03,mg/l,,13:17.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-21_20031219_04Q1STC21-4_5894,Sample-Routine,Water,12/19/03,Surface,5.1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-21,Spoils Island (Ruth Island),17.687233,-64.764933,STORET-278567093,,,Phosphorus,0.09,mg/l,,18:36.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-16_20031219_04Q1STC16-4,Sample-Routine,Water,12/19/03,Surface,8.7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.748683,STORET-277784512,,,Phosphorus,0.17,mg/l,,19:09.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-9_20031217_04Q1STC9-4_5808,Sample-Routine,Water,12/17/03,Surface,1.5,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.602333,STORET-278565728,,,Phosphorus,0.05,mg/l,,18:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-14B_20030730_03Q4STC14B-33416,Sample-Routine,Water,7/30/03,Surface,2.17,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-14B,Halfpenny Back reef,17.702633,-64.700667,STORET-277841798,,,Phosphorus,0.02,mg/l,,20:48.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-12_20030730_03Q4STC12-33404,Sample-Routine,Water,7/30/03,Surface,1.68,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-12,Grapetree Bay (Divi Hotel),17.741167,-64.604733,STORET-277841754,,,Phosphorus,0.28,mg/l,,20:45.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-42_20031217_04Q1STC42-3,Sample-Routine,Water,12/17/03,Surface,1.6,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.7476,-64.70335,STORET-277783905,,,Phosphorus,0.29,mg/l,,18:43.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-34_20030325_03Q2STC34-3,Sample-Routine,Water,3/25/03,Surface,2.6,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-34,St. Croix by the Sea,17.7677,-64.734283,STORET-277808065,,,Phosphorus,0.02,mg/l,,11:55.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-28_20030325_03Q2STC28-33152,Sample-Routine,Water,3/25/03,Surface,2.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-28,Frederiksted Pier,17.713917,-64.884617,STORET-277840992,,,Phosphorus,0.02,mg/l,,20:03.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-36_20030325_03Q2STC36-3,Sample-Routine,Water,3/25/03,Surface,7.5,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.760283,-64.701033,STORET-277808087,,,Phosphorus,0.05,mg/l,,12:00.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-20_20030730_03Q4STC20-3,Sample-Routine,Water,7/30/03,Surface,9.11,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-20,Alumina Plant Dock,17.707883,-64.7712,STORET-277808864,,,Phosphorus,0.02,mg/l,,13:16.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-19_20031219_04Q1STC19-4_5886,Sample-Routine,Water,12/19/03,Surface,7.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.694382,-64.763883,STORET-278566969,,,Phosphorus,0.08,mg/l,,18:33.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-16_20031219_04Q1STC16-4_5875,Sample-Routine,Water,12/19/03,Surface,8.7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.748683,STORET-278566804,,,Phosphorus,0.17,mg/l,,18:31.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-14B_20031219_04Q1STC14B-4_5863,Sample-Routine,Water,12/19/03,Surface,0.83,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-14B,Halfpenny Back reef,17.702633,-64.700667,STORET-278566632,,,Phosphorus,0.06,mg/l,,18:28.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13B_20030730_03Q4STC13B-33410,Sample-Routine,Water,7/30/03,Surface,2.1,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.720983,-64.63515,STORET-277841776,,,Phosphorus,0.02,mg/l,,20:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-24B_20031219_04Q1STC24B-4_5906,Sample-Routine,Water,12/19/03,Surface,4.7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.682233,-64.818783,STORET-278567311,,,Phosphorus,0.1,mg/l,,18:40.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-18_20030730_03Q4STC18-3,Sample-Routine,Water,7/30/03,Surface,9.7,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.696583,-64.755815,STORET-277808832,,,Phosphorus,0.02,mg/l,,13:13.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-28_20030325_03Q2STC28-3,Sample-Routine,Water,3/25/03,Surface,2.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-28,Frederiksted Pier,17.713917,-64.884617,STORET-277807981,,,Phosphorus,0.02,mg/l,,11:46.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-14A_20031219_04Q1STC14A-4_5867,Sample-Routine,Water,12/19/03,Surface,3.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-14A,Halfpenny Bay u Manchenil,17.703133,-64.70725,STORET-278566699,,,Phosphorus,0.06,mg/l,,18:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-21_20030730_03Q4STC21-3,Sample-Routine,Water,7/30/03,Surface,4.42,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-21,Spoils Island (Ruth Island),17.687233,-64.764933,STORET-277808873,,,Phosphorus,0.02,mg/l,,13:16.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-24B_20030730_03Q4STC24B-3,Sample-Routine,Water,7/30/03,Surface,5.5,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.682233,-64.818783,STORET-277808906,,,Phosphorus,0.02,mg/l,,13:19.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-19_20031219_04Q1STC19-4,Sample-Routine,Water,12/19/03,Surface,7.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.694382,-64.763883,STORET-277784559,,,Phosphorus,0.08,mg/l,,19:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-20_20031219_04Q1STC20-4_5890,Sample-Routine,Water,12/19/03,Surface,10.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-20,Alumina Plant Dock,17.707883,-64.7712,STORET-278567032,,,Phosphorus,0.09,mg/l,,18:34.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-15_20031219_04Q1STC15-4_5871,Sample-Routine,Water,12/19/03,Surface,4.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.738533,STORET-278566755,,,Phosphorus,0.06,mg/l,,18:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-31_20030325_03Q2STC31-33164,Sample-Routine,Water,3/25/03,Surface,3.8,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-31,Davis Bay,17.76345,-64.834133,STORET-277841034,,,Phosphorus,0.02,mg/l,,20:05.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-32_20030325_03Q2STC32-33167,Sample-Routine,Water,3/25/03,Surface,3.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-32,Cane Bay,17.773483,-64.811817,STORET-277841044,,,Phosphorus,0.02,mg/l,,20:06.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-20_20031219_04Q1STC20-4,Sample-Routine,Water,12/19/03,Surface,10.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-20,Alumina Plant Dock,17.707883,-64.7712,STORET-277784576,,,Phosphorus,0.09,mg/l,,19:12.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-23_20030730_03Q4STC23-33446,Sample-Routine,Water,7/30/03,Surface,1.6,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.6941,-64.78355,STORET-277841906,,,Phosphorus,0.02,mg/l,,20:54.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-32_20030325_03Q2STC32-3,Sample-Routine,Water,3/25/03,Surface,3.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-32,Cane Bay,17.773483,-64.811817,STORET-277808033,,,Phosphorus,0.02,mg/l,,11:51.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-39_20031217_04Q1STC39-4_5785,Sample-Routine,Water,12/17/03,Surface,3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.749917,-64.696333,STORET-278565359,,,Phosphorus,0.12,mg/l,,18:04.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-30_20030325_03Q2STC30-3,Sample-Routine,Water,3/25/03,Surface,2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-277808010,,,Phosphorus,0.02,mg/l,,11:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13A_20031219_04Q1STC13A-4,Sample-Routine,Water,12/19/03,Surface,2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.721633,-64.651467,STORET-277784678,,,Phosphorus,0.06,mg/l,,19:17.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-20_20030730_03Q4STC20-33437,Sample-Routine,Water,7/30/03,Surface,9.11,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-20,Alumina Plant Dock,17.707883,-64.7712,STORET-277841875,,,Phosphorus,0.02,mg/l,,20:53.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-17_20030730_03Q4STC17-3,Sample-Routine,Water,7/30/03,Surface,6.74,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.754017,STORET-277808820,,,Phosphorus,0.02,mg/l,,13:12.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-23_20031219_04Q1STC23-4_5902,Sample-Routine,Water,12/19/03,Surface,1.8,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.6941,-64.78355,STORET-278567244,,,Phosphorus,0.09,mg/l,,18:39.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-26_20030730_03Q4STC26-33455,Sample-Routine,Water,7/30/03,Surface,3.03,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.860567,STORET-277841940,,,Phosphorus,0.02,mg/l,,20:56.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-34_20030325_03Q2STC34-33176,Sample-Routine,Water,3/25/03,Surface,2.6,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-34,St. Croix by the Sea,17.7677,-64.734283,STORET-277841076,,,Phosphorus,0.02,mg/l,,20:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-25_20030730_03Q4STC25-3,Sample-Routine,Water,7/30/03,Surface,3.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.676433,-64.837883,STORET-277808916,,,Phosphorus,0.02,mg/l,,13:20.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-30_20030325_03Q2STC30-33161,Sample-Routine,Water,3/25/03,Surface,2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-277841021,,,Phosphorus,0.02,mg/l,,20:05.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-26_20030730_03Q4STC26-3,Sample-Routine,Water,7/30/03,Surface,3.03,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.860567,STORET-277808929,,,Phosphorus,0.02,mg/l,,13:21.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-29_20030325_03Q2STC29-3,Sample-Routine,Water,3/25/03,Surface,2.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.884433,STORET-277807992,,,Phosphorus,0.02,mg/l,,11:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-42_20031217_04Q1STC42-3_5747,Sample-Routine,Water,12/17/03,Surface,1.6,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.7476,-64.70335,STORET-278564769,,,Phosphorus,0.29,mg/l,,17:52.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-11B_20031219_04Q1STC11B-4_5855,Sample-Routine,Water,12/19/03,Surface,1.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.746133,-64.579898,STORET-278566517,,,Phosphorus,0.09,mg/l,,18:26.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-17_20031219_04Q1STC17-3_5878,Sample-Routine,Water,12/19/03,Surface,10.6,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.754017,STORET-278566841,,,Phosphorus,0.08,mg/l,,18:31.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-35_20030325_03Q2STC35-33179,Sample-Routine,Water,3/25/03,Surface,2.8,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-35,Long Reef Forereef West,17.764783,-64.7296,STORET-277841083,,,Phosphorus,0.05,mg/l,,20:09.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13B_20031219_04Q1STC13B-4_5910,Sample-Routine,Water,12/19/03,Surface,1.3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.720983,-64.63515,STORET-278567375,,,Phosphorus,0.1,mg/l,,18:41.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-39_20031217_04Q1STC39-4,Sample-Routine,Water,12/17/03,Surface,3,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.749917,-64.696333,STORET-277784089,,,Phosphorus,0.12,mg/l,,18:51.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-19_20030730_03Q4STC19-33431,Sample-Routine,Water,7/30/03,Surface,10.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.694382,-64.763883,STORET-277841853,,,Phosphorus,0.02,mg/l,,20:51.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-11B_20030730_03Q4STC11-3,Sample-Routine,Water,7/30/03,Surface,1.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.746133,-64.579898,STORET-277808732,,,Phosphorus,0.02,mg/l,,13:04.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-25_20030730_03Q4STC25-33452,Sample-Routine,Water,7/30/03,Surface,3.2,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.676433,-64.837883,STORET-277841927,,,Phosphorus,0.02,mg/l,,20:56.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13A_20030730_03Q4STC13A-3,Sample-Routine,Water,7/30/03,Surface,0.97,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.721633,-64.651467,STORET-277808756,,,Phosphorus,0.28,mg/l,,13:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-11B_20030730_03Q4STC11-33401,Sample-Routine,Water,7/30/03,Surface,1.4,AMBSTC;EPABEACH,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.746133,-64.579898,STORET-277841743,,,Phosphorus,0.02,mg/l,,20:45.0,STORET
